sku_id,quantity,department,subdepartment,store_id,sku_name,sku_description,upc_id
10000176,0,Produce,Fruit,1,Sweet granadilla,"Sweet granadilla, or Passiflora ligularis, has a tough outer rind and sweet, aromatic pulp with edible seeds. It is often used in beverages.",100000000177
10000177,0,Produce,Fruit,1,Sweet lime,Sweet lime is a citrus fruit with a sweet and mild flavor. It is often used in beverages and culinary applications.,100000000178
10000178,0,Produce,Fruit,1,Sweetie,"Sweetie, or oro blanco, is a hybrid citrus fruit with a sweet and juicy flavor. It is a cross between grapefruit and pomelo.",100000000179
10000179,0,Produce,Fruit,1,Tamarillo,"Tamarillo, or tree tomato, has a smooth, egg-shaped exterior and sweet, tangy flesh. It comes in various colors, including red and yellow.",100000000180
10000180,0,Produce,Fruit,1,Tamarind,"Tamarind is a pod-like fruit with a sweet and tangy flavor. It is often used in culinary applications, beverages, and traditional medicine.",100000000181
10000181,0,Produce,Fruit,1,Tayberry,"Tayberry is a hybrid berry with a sweet and tart flavor, resembling a larger, juicier blackberry. It is often used in jams and desserts.",100000000182
10000182,0,Produce,Fruit,1,Thimbleberry,"Thimbleberry is a type of raspberry with a sweet and tart flavor. It is often used in jams, pies, and desserts.",100000000183
10000183,0,Produce,Fruit,1,Tomatillo,"Tomatillo is a small, green fruit with a papery husk and a tart flavor. It is commonly used in Mexican cuisine, particularly in salsas.",100000000184
10000184,0,Produce,Fruit,1,Tomato,Tomato is a red or yellow fruit with a juicy texture and a sweet or tart flavor. It is commonly used in savory dishes and salads.,100000000185
10000185,0,Produce,Fruit,1,Tonka bean,"Tonka bean is the seed of the tonka tree, known for its vanilla-like flavor. It is often used as a flavoring agent in desserts and beverages.",100000000186
10000186,0,Produce,Fruit,1,Ugni,"Ugni, or Chilean guava, is a small, red or purple fruit with a sweet and tart flavor. It is native to South America.",100000000187
10000187,0,Produce,Fruit,1,Uvaia,"Uvaia is a tropical fruit with a yellow or orange skin and sweet, aromatic flesh. It is native to South America.",100000000188
10000188,0,Produce,Fruit,1,Velvet tamarind,"Velvet tamarind, or dialium, has a brown, velvety exterior and sweet, tangy flesh. It is often eaten fresh or used in beverages.",100000000189
10000189,0,Produce,Fruit,1,Wampee,"Wampee is a tropical fruit with a thin, yellow skin and sweet, aromatic flesh. It is native to Southeast Asia.",100000000190
10000190,0,Produce,Fruit,1,Watermelon,"Watermelon is a large, juicy fruit with red or pink flesh and black seeds. It is often eaten fresh and is popular in the summer.",100000000191
10000191,0,Produce,Fruit,1,White currant,"White currants are small, translucent berries with a sweet and tart flavor. They are often used in jams, desserts, and beverages.",100000000192
10000192,0,Produce,Fruit,1,White sapote,"White sapote is a tropical fruit with a green or yellowish skin and sweet, creamy flesh. It is often eaten fresh or used in desserts.",100000000193
10000193,0,Produce,Fruit,1,Yantok,"Yantok, or rattan fruit, has a spiky exterior and sweet, aromatic flesh. It is often eaten fresh or used in traditional Southeast Asian cuisine.",100000000194
10000194,0,Produce,Fruit,1,Yellow passion fruit,"Yellow passion fruit, or ichocan, has a yellow, wrinkled skin and aromatic, jelly-like pulp. It is commonly used in beverages and desserts.",100000000195
10000195,0,Produce,Fruit,1,Yellow sapote,"Yellow sapote is a tropical fruit with a thin, yellow skin and sweet, creamy flesh. It is often eaten fresh or used in desserts.",100000000196
10000196,0,Produce,Fruit,1,Yew berry,"Yew berry is the fruit of the yew tree, with a bright red, fleshy exterior and a toxic seed in the center. It is not edible.",100000000197
10000197,0,Produce,Fruit,1,Yunnan hackberry,"Yunnan hackberry is a small, red fruit with a sweet and tart flavor. It is native to Southeast Asia and often used in jams and desserts.",100000000198
10000198,0,Produce,Fruit,1,Zapote,"Zapote is a tropical fruit with sweet, aromatic flesh. Varieties like Mamey Zapote or White Sapote offer unique flavors, ranging from custard-like to creamy and rich.",100000000199
10000199,0,Produce,Fruit,1,Ziziphus mauritiana,"Ziziphus mauritiana, or Indian jujube, is a small, round fruit with a sweet and tangy flavor. It is commonly eaten fresh or dried.",100000000200
